size,Own Function,NumPy
2,5.9604644775390625e-06,6.9141387939453125e-06
4,1.3113021850585938e-05,3.0994415283203125e-06
8,6.198883056640625e-05,3.0994415283203125e-06
16,0.0004100799560546875,5.245208740234375e-06
32,0.0030040740966796875,2.002716064453125e-05
64,0.024206876754760742,0.00015211105346679688
128,0.20664715766906738,0.0013566017150878906
256,1.7620129585266113,0.01622295379638672
512,15.706676959991455,0.22171497344970703
1024,134.40178728103638,2.1581871509552
